Format Version,1.23,Take Name,ar_s9_t1,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-07-29 10.48.18.760 AM,Total Frames in Take,3271,Total Exported Frames,3271,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_right,ar_marker:bot_right,ar_marker:bot_right,ar_marker:top_left,ar_marker:top_left,ar_marker:top_left,ar_marker:top_right,ar_marker:top_right,ar_marker:top_right
,ID,"3538BD5E0EFE11ED20C8B848E859B3","3538BD5E0EFE11ED20C8B848E859B3","3538BD5E0EFE11ED20C8B848E859B3","3538BD5D0EFE11ED20C8B848E859B3","3538BD5D0EFE11ED20C8B848E859B3","3538BD5D0EFE11ED20C8B848E859B3","3538BD5C0EFE11ED20C8B848E859B3","3538BD5C0EFE11ED20C8B848E859B3","3538BD5C0EFE11ED20C8B848E859B3","3538BD5B0EFE11ED20C8B848E859B3","3538BD5B0EFE11ED20C8B848E859B3","3538BD5B0EFE11ED20C8B848E859B3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.047935,0.172050,0.043544,0.122435,0.169598,0.037122,0.051462,0.250944,0.044386,0.126226,0.246499,0.040146
1,0.010000,0.047928,0.172050,0.043551,0.122422,0.169613,0.037123,0.051463,0.250942,0.044380,0.126229,0.246510,0.040151
2,0.020000,0.047923,0.172047,0.043553,0.122444,0.169613,0.037125,0.051460,0.250942,0.044385,0.126234,0.246508,0.040150
3,0.030000,0.047933,0.172035,0.043539,0.122440,0.169610,0.037118,0.051462,0.250917,0.044380,0.126220,0.246515,0.040144
4,0.040000,0.047928,0.172039,0.043553,0.122429,0.169616,0.037132,0.051448,0.250942,0.044412,0.126229,0.246497,0.040153
5,0.050000,0.047925,0.172048,0.043561,0.122425,0.169602,0.037136,0.051455,0.250911,0.044386,0.126226,0.246505,0.040151
6,0.060000,0.047927,0.172041,0.043558,0.122432,0.169600,0.037130,0.051453,0.250933,0.044387,0.126230,0.246494,0.040162
7,0.070000,0.047925,0.172047,0.043552,0.122428,0.169613,0.037122,0.051452,0.250933,0.044382,0.126228,0.246500,0.040148
8,0.080000,0.047928,0.172049,0.043560,0.122433,0.169593,0.037131,0.051455,0.250948,0.044393,0.126224,0.246510,0.040144
9,0.090000,0.047925,0.172038,0.043563,0.122435,0.169622,0.037131,0.051453,0.250935,0.044395,0.126228,0.246498,0.040146
