Format Version,1.23,Take Name,ar_s9_t6,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-07-29 12.21.40.566 PM,Total Frames in Take,4212,Total Exported Frames,4212,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_left,ar_marker:bot_right,ar_marker:bot_right,ar_marker:bot_right,ar_marker:top_left,ar_marker:top_left,ar_marker:top_left,ar_marker:top_right,ar_marker:top_right,ar_marker:top_right
,ID,"33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE60F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE50F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE40F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3","33A3CEE30F0B11ED20C8B848E859B3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
65,0.650000,0.372791,0.172345,0.040539,0.299012,0.173777,0.029431,0.375904,0.248897,0.043962,0.302079,0.253360,0.031100
66,0.660000,0.372788,0.172359,0.040565,0.299020,0.173799,0.029438,0.375909,0.248894,0.043983,0.302087,0.253370,0.031119
67,0.670000,0.372794,0.172347,0.040555,0.299029,0.173783,0.029445,0.375909,0.248891,0.043987,0.302085,0.253358,0.031116
68,0.680000,0.372792,0.172385,0.040564,0.299018,0.173804,0.029438,0.375900,0.248890,0.043967,0.302088,0.253350,0.031093
69,0.690000,0.372789,0.172357,0.040564,0.299018,0.173748,0.029434,0.375917,0.248898,0.043986,0.302080,0.253339,0.031100
70,0.700000,0.372802,0.172350,0.040550,0.299031,0.173771,0.029428,0.375910,0.248896,0.043984,0.302081,0.253367,0.031106
71,0.710000,0.372786,0.172346,0.040542,0.299018,0.173784,0.029434,0.375914,0.248904,0.043968,0.302086,0.253363,0.031110
72,0.720000,0.372797,0.172352,0.040552,0.299030,0.173796,0.029451,0.375913,0.248897,0.043968,0.302078,0.253339,0.031102
73,0.730000,0.372793,0.172372,0.040568,0.299030,0.173774,0.029437,0.375918,0.248910,0.043987,0.302086,0.253373,0.031112
74,0.740000,0.372788,0.172330,0.040547,0.299023,0.173775,0.029439,0.375922,0.248900,0.043988,0.302089,0.253355,0.031112
75,0.750000,0.372790,0.172329,0.040536,0.299017,0.173776,0.029440,0.375911,0.248896,0.043976,0.302084,0.253342,0.031099
76,0.760000,0.372800,0.172350,0.040560,0.299021,0.173767,0.029442,0.375915,0.248901,0.043987,0.302081,0.253353,0.031106
77,0.770000,0.372798,0.172362,0.040576,0.299029,0.173771,0.029436,0.375918,0.248899,0.043991,0.302080,0.253370,0.031121
78,0.780000,0.372793,0.172362,0.040549,0.299028,0.173771,0.029428,0.375911,0.248889,0.043970,0.302138,0.252951,0.030728
79,0.790000,0.372793,0.172363,0.040540,0.299029,0.173787,0.029433,0.375916,0.248901,0.043979,0.302082,0.253347,0.031105
80,0.800000,0.372801,0.172339,0.040543,0.299034,0.173779,0.029438,0.375912,0.248899,0.043978,0.302091,0.253366,0.031115
81,0.810000,0.372770,0.172356,0.040533,0.299034,0.173796,0.029438,0.375918,0.248894,0.043978,0.302085,0.253356,0.031102
82,0.820000,0.372783,0.172358,0.040543,0.299022,0.173788,0.029437,0.375911,0.248896,0.043970,0.302082,0.253346,0.031106
83,0.830000,0.372794,0.172357,0.040563,0.299023,0.173785,0.029442,0.375916,0.248908,0.043994,0.302096,0.253380,0.031113
84,0.840000,0.372805,0.172339,0.040569,0.299029,0.173784,0.029432,0.375917,0.248917,0.043987,0.302078,0.253332,0.031103
85,0.850000,0.372789,0.172315,0.040547,0.299020,0.173772,0.029441,0.375916,0.248886,0.043970,0.302080,0.253352,0.031099
86,0.860000,0.372791,0.172357,0.040556,0.299041,0.173770,0.029436,0.375906,0.248886,0.043985,0.302084,0.253344,0.031099
87,0.870000,0.372787,0.172349,0.040557,0.299036,0.173767,0.029444,0.375904,0.248903,0.043986,0.302083,0.253350,0.031107
88,0.880000,0.372792,0.172353,0.040537,0.299022,0.173790,0.029428,0.375911,0.248890,0.043965,0.302087,0.253344,0.031088
89,0.890000,0.372792,0.172347,0.040555,0.299034,0.173800,0.029430,0.375911,0.248915,0.043973,0.302080,0.253350,0.031104
90,0.900000,0.372795,0.172328,0.040550,0.299025,0.173790,0.029432,0.375912,0.248901,0.043985,0.302088,0.253356,0.031104
91,0.910000,0.372791,0.172336,0.040527,0.299016,0.173792,0.029429,0.375909,0.248893,0.043969,0.302073,0.253318,0.031095
92,0.920000,0.372792,0.172332,0.040528,0.299026,0.173791,0.029433,0.375914,0.248901,0.043971,0.302090,0.253347,0.031109
93,0.930000,0.372792,0.172357,0.040553,0.299031,0.173777,0.029441,0.375917,0.248918,0.043987,0.302081,0.253336,0.031119
94,0.940000,0.372781,0.172325,0.040531,0.299027,0.173765,0.029426,0.375914,0.248894,0.043981,0.302094,0.253368,0.031112
