Format Version,1.23,Take Name,ar_s8_t0,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-07-28 04.12.13.991 PM,Total Frames in Take,4660,Total Exported Frames,4660,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
23,0.230000,0.103932,0.165402,0.112870,0.041594,0.163168,0.113550,0.105954,0.225775,0.114021,0.042620,0.226221,0.114138
24,0.240000,0.103940,0.165365,0.112827,0.041580,0.163179,0.113541,0.105953,0.225747,0.114010,0.042599,0.226234,0.114150
25,0.250000,0.103948,0.165374,0.112823,0.041607,0.163151,0.113531,0.105935,0.225731,0.114005,0.042606,0.226242,0.114140
26,0.260000,0.103945,0.165371,0.112832,0.041589,0.163160,0.113555,0.105938,0.225731,0.114000,0.042605,0.226236,0.114138
27,0.270000,0.103948,0.165411,0.112856,0.041584,0.163158,0.113543,0.105925,0.225745,0.114001,0.042615,0.226251,0.114135
28,0.280000,0.103945,0.165392,0.112824,0.041577,0.163163,0.113550,0.105941,0.225740,0.114007,0.042613,0.226248,0.114127
29,0.290000,0.103946,0.165379,0.112834,0.041581,0.163177,0.113552,0.105944,0.225721,0.113990,0.042604,0.226252,0.114142
30,0.300000,0.103949,0.165399,0.112863,0.041580,0.163181,0.113547,0.105939,0.225731,0.114001,0.042601,0.226218,0.114139
31,0.310000,0.103938,0.165367,0.112823,0.041609,0.163149,0.113520,0.105928,0.225732,0.113996,0.042604,0.226233,0.114133
32,0.320000,0.103951,0.165390,0.112852,0.041596,0.163187,0.113546,0.105936,0.225740,0.113999,0.042615,0.226241,0.114140
33,0.330000,0.103950,0.165392,0.112854,0.041598,0.163131,0.113523,0.105937,0.225742,0.113998,0.042609,0.226243,0.114141
34,0.340000,0.103942,0.165365,0.112822,0.041609,0.163149,0.113526,0.105931,0.225732,0.113999,0.042613,0.226218,0.114137
35,0.350000,0.103945,0.165368,0.112828,0.041585,0.163186,0.113544,0.105947,0.225724,0.113989,0.042610,0.226240,0.114137
36,0.360000,0.103947,0.165388,0.112832,0.041583,0.163169,0.113549,0.105944,0.225725,0.113990,0.042607,0.226244,0.114133
37,0.370000,0.103949,0.165384,0.112831,0.041578,0.163178,0.113546,0.105934,0.225737,0.113997,0.042604,0.226233,0.114132
38,0.380000,0.103948,0.165369,0.112831,0.041598,0.163146,0.113519,0.105935,0.225741,0.114001,0.042612,0.226249,0.114143
39,0.390000,0.103948,0.165374,0.112827,0.041584,0.163179,0.113561,0.105948,0.225748,0.114003,0.042599,0.226240,0.114126
40,0.400000,0.103953,0.165399,0.112857,0.041581,0.163181,0.113556,0.105935,0.225747,0.114020,0.042603,0.226228,0.114130
41,0.410000,0.103947,0.165373,0.112831,0.041579,0.163198,0.113544,0.105950,0.225782,0.114021,0.042610,0.226226,0.114137
42,0.420000,0.103954,0.165400,0.112858,0.041613,0.163145,0.113538,0.105955,0.225779,0.114020,0.042579,0.226177,0.114119
43,0.430000,0.103945,0.165402,0.112848,0.041600,0.163146,0.113534,0.105939,0.225748,0.113996,0.042618,0.226246,0.114144
44,0.440000,0.103946,0.165360,0.112821,0.041591,0.163147,0.113522,0.105934,0.225749,0.114003,0.042611,0.226234,0.114140
45,0.450000,0.103945,0.165360,0.112831,0.041601,0.163180,0.113544,0.105953,0.225768,0.114020,0.042608,0.226246,0.114154
46,0.460000,0.103942,0.165395,0.112854,0.041605,0.163128,0.113523,0.105947,0.225722,0.113988,0.042605,0.226212,0.114132
47,0.470000,0.103942,0.165368,0.112829,0.041577,0.163167,0.113545,0.105942,0.225722,0.113979,0.042603,0.226222,0.114130
48,0.480000,0.103940,0.165352,0.112823,0.041577,0.163178,0.113540,0.105934,0.225738,0.114004,0.042607,0.226242,0.114140
49,0.490000,0.103940,0.165368,0.112831,0.041685,0.162972,0.113474,0.105945,0.225743,0.114000,0.042607,0.226218,0.114129
50,0.500000,0.103937,0.165373,0.112831,0.041593,0.163156,0.113550,0.105938,0.225742,0.114001,0.042603,0.226228,0.114121
51,0.510000,0.103936,0.165375,0.112821,0.041575,0.163166,0.113542,0.105952,0.225771,0.114019,0.042614,0.226253,0.114134
52,0.520000,0.103947,0.165382,0.112853,0.041604,0.163130,0.113536,0.105936,0.225737,0.114001,0.042618,0.226222,0.114146
53,0.530000,0.103957,0.165346,0.112818,0.041605,0.163115,0.113532,0.105941,0.225742,0.114007,0.042600,0.226249,0.114130
54,0.540000,0.103945,0.165364,0.112820,0.041597,0.163161,0.113545,0.105939,0.225696,0.113987,0.042608,0.226233,0.114130
55,0.550000,0.103947,0.165360,0.112824,0.041576,0.163173,0.113544,0.105961,0.225757,0.114021,0.042608,0.226254,0.114139
56,0.560000,0.103947,0.165376,0.112833,0.041589,0.163151,0.113553,0.105949,0.225744,0.113995,0.042599,0.226238,0.114127
57,0.570000,0.103945,0.165372,0.112830,0.041580,0.163166,0.113541,0.105942,0.225720,0.113984,0.042600,0.226210,0.114121
58,0.580000,0.103942,0.165372,0.112832,0.041601,0.163144,0.113513,0.105949,0.225721,0.113990,0.042611,0.226250,0.114133
59,0.590000,0.103946,0.165390,0.112852,0.041583,0.163167,0.113544,0.105961,0.225783,0.114026,0.042599,0.226222,0.114133
60,0.600000,0.103946,0.165345,0.112824,0.041592,0.163149,0.113534,0.105936,0.225746,0.114001,0.042609,0.226239,0.114134
61,0.610000,0.103937,0.165357,0.112828,0.041591,0.163142,0.113526,0.105936,0.225729,0.114007,0.042597,0.226220,0.114139
62,0.620000,0.103945,0.165370,0.112831,0.041602,0.163126,0.113525,0.105941,0.225747,0.113999,0.042607,0.226229,0.114134
63,0.630000,0.103942,0.165360,0.112829,0.041584,0.163165,0.113546,0.105943,0.225746,0.114002,0.042610,0.226227,0.114129
64,0.640000,0.103935,0.165359,0.112831,0.041577,0.163166,0.113540,0.105939,0.225743,0.114005,0.042604,0.226225,0.114121
65,0.650000,0.103941,0.165368,0.112825,0.041595,0.163182,0.113550,0.105933,0.225730,0.114001,0.042601,0.226211,0.114151
66,0.660000,0.103946,0.165382,0.112830,0.041579,0.163169,0.113551,0.105940,0.225735,0.113999,0.042610,0.226211,0.114133
67,0.670000,0.103955,0.165383,0.112832,0.041617,0.163142,0.113536,0.105933,0.225731,0.113999,0.042615,0.226230,0.114145
68,0.680000,0.103937,0.165358,0.112832,0.041588,0.163173,0.113548,0.105954,0.225751,0.114004,0.042580,0.226204,0.114127
69,0.690000,0.103953,0.165335,0.112817,0.041600,0.163142,0.113539,0.105963,0.225782,0.114022,0.042609,0.226214,0.114144
70,0.700000,0.103944,0.165393,0.112861,0.041609,0.163152,0.113545,0.105937,0.225750,0.114005,0.042603,0.226236,0.114137
71,0.710000,0.103943,0.165362,0.112827,0.041539,0.163272,0.113562,0.105951,0.225767,0.114016,0.042613,0.226234,0.114151
72,0.720000,0.103948,0.165363,0.112839,0.041602,0.163140,0.113533,0.105931,0.225742,0.114005,0.042614,0.226220,0.114136
73,0.730000,0.103953,0.165394,0.112855,0.041611,0.163141,0.113537,0.105963,0.225743,0.114001,0.042603,0.226229,0.114138
74,0.740000,0.103948,0.165363,0.112825,0.041594,0.163180,0.113541,0.105932,0.225741,0.114003,0.042605,0.226242,0.114131
75,0.750000,0.103947,0.165360,0.112830,0.041590,0.163191,0.113550,0.105953,0.225760,0.114019,0.042616,0.226224,0.114127
76,0.760000,0.103956,0.165387,0.112849,0.041604,0.163143,0.113534,0.105944,0.225756,0.114006,0.042608,0.226242,0.114133
77,0.770000,0.103954,0.165393,0.112860,0.041602,0.163156,0.113541,0.105940,0.225743,0.114003,0.042614,0.226238,0.114155
78,0.780000,0.103941,0.165366,0.112830,0.041585,0.163176,0.113537,0.105934,0.225744,0.113992,0.042584,0.226197,0.114112
79,0.790000,0.103956,0.165398,0.112864,0.041616,0.163146,0.113539,0.105965,0.225774,0.114036,0.042603,0.226250,0.114131
80,0.800000,0.103956,0.165403,0.112870,0.041599,0.163132,0.113533,0.105942,0.225738,0.113996,0.042599,0.226256,0.114123
81,0.810000,0.103949,0.165374,0.112837,0.041599,0.163151,0.113530,0.105943,0.225736,0.114009,0.042614,0.226227,0.114140
82,0.820000,0.103942,0.165337,0.112844,0.041602,0.163155,0.113535,0.105948,0.225759,0.114006,0.042616,0.226250,0.114148
83,0.830000,0.103955,0.165401,0.112854,0.041600,0.163147,0.113527,0.105946,0.225761,0.114003,0.042607,0.226243,0.114147
84,0.840000,0.103947,0.165358,0.112826,0.041588,0.163187,0.113541,0.105953,0.225767,0.114017,0.042612,0.226227,0.114157
85,0.850000,0.103948,0.165362,0.112823,0.041604,0.163157,0.113522,0.105943,0.225736,0.113999,0.042612,0.226239,0.114147
86,0.860000,0.103947,0.165382,0.112853,0.041609,0.163142,0.113531,0.105952,0.225722,0.113990,0.042599,0.226230,0.114131
87,0.870000,0.103940,0.165363,0.112838,0.041600,0.163135,0.113528,0.105937,0.225746,0.114020,0.042603,0.226235,0.114138
88,0.880000,0.103939,0.165362,0.112825,0.041588,0.163183,0.113539,0.105931,0.225738,0.114001,0.042613,0.226242,0.114151
89,0.890000,0.103953,0.165381,0.112825,0.041592,0.163181,0.113552,0.105944,0.225723,0.113990,0.042621,0.226251,0.114130
90,0.900000,0.103953,0.165373,0.112835,0.041602,0.163139,0.113533,0.105947,0.225719,0.113989,0.042620,0.226224,0.114130
91,0.910000,0.103943,0.165369,0.112823,0.041613,0.163137,0.113525,0.105949,0.225774,0.114021,0.042603,0.226216,0.114142
92,0.920000,0.103953,0.165389,0.112852,0.041588,0.163194,0.113545,0.105939,0.225735,0.114001,0.042613,0.226257,0.114130
93,0.930000,0.103944,0.165364,0.112831,0.041577,0.163167,0.113546,0.105940,0.225720,0.114003,0.042607,0.226230,0.114135
94,0.940000,0.103947,0.165358,0.112819,0.041586,0.163189,0.113542,0.105955,0.225770,0.114018,0.042622,0.226247,0.114153
95,0.950000,0.103954,0.165372,0.112826,0.041605,0.163157,0.113525,0.105957,0.225772,0.114020,0.042618,0.226261,0.114148
96,0.960000,0.103950,0.165348,0.112811,0.041608,0.163157,0.113532,0.105943,0.225741,0.113998,0.042614,0.226248,0.114140
97,0.970000,0.103951,0.165372,0.112835,0.041578,0.163190,0.113544,0.105954,0.225778,0.114026,0.042596,0.226230,0.114133
98,0.980000,0.103939,0.165355,0.112818,0.041533,0.163272,0.113555,0.105955,0.225772,0.114016,0.042603,0.226237,0.114121
99,0.990000,0.103942,0.165365,0.112835,0.041618,0.163152,0.113543,0.105944,0.225756,0.114005,0.042606,0.226255,0.114140
100,1.000000,0.103938,0.165350,0.112827,0.041597,0.163135,0.113530,0.105941,0.225740,0.114004,0.042610,0.226227,0.114123
101,1.010000,0.103941,0.165379,0.112841,0.041587,0.163187,0.113540,0.105930,0.225735,0.114000,0.042619,0.226236,0.114157
102,1.020000,0.103959,0.165352,0.112810,0.041595,0.163134,0.113534,0.105937,0.225734,0.114000,0.042613,0.226227,0.114140
103,1.030000,0.103949,0.165390,0.112857,0.041594,0.163133,0.113535,0.105937,0.225745,0.113997,0.042596,0.226241,0.114134
104,1.040000,0.103949,0.165369,0.112826,0.041587,0.163186,0.113544,0.105934,0.225740,0.114002,0.042616,0.226238,0.114146
105,1.050000,0.103941,0.165369,0.112830,0.041585,0.163176,0.113537,0.105934,0.225741,0.114001,0.042608,0.226239,0.114143
106,1.060000,0.103947,0.165380,0.112827,0.041577,0.163171,0.113539,0.105936,0.225738,0.114005,0.042614,0.226243,0.114139
107,1.070000,0.103943,0.165371,0.112835,0.041602,0.163145,0.113539,0.105947,0.225744,0.113998,0.042613,0.226238,0.114140
108,1.080000,0.103945,0.165396,0.112847,0.041572,0.163182,0.113543,0.105944,0.225736,0.113996,0.042607,0.226233,0.114150
109,1.090000,0.103951,0.165381,0.112834,0.041594,0.163150,0.113534,0.105944,0.225756,0.114005,0.042617,0.226248,0.114146
110,1.100000,0.103944,0.165381,0.112826,0.041596,0.163157,0.113537,0.105933,0.225749,0.113999,0.042598,0.226232,0.114132
111,1.110000,0.103947,0.165377,0.112834,0.041601,0.163157,0.113521,0.105924,0.225736,0.114001,0.042600,0.226238,0.114131
112,1.120000,0.103953,0.165395,0.112841,0.041588,0.163174,0.113539,0.105940,0.225761,0.114002,0.042610,0.226226,0.114140
113,1.130000,0.103944,0.165376,0.112836,0.041607,0.163138,0.113535,0.105943,0.225749,0.114004,0.042608,0.226243,0.114135
114,1.140000,0.103933,0.165359,0.112829,0.041579,0.163187,0.113536,0.105938,0.225748,0.113995,0.042608,0.226252,0.114134
115,1.150000,0.103942,0.165388,0.112855,0.041577,0.163169,0.113542,0.105937,0.225743,0.113994,0.042600,0.226243,0.114145
116,1.160000,0.103942,0.165387,0.112832,0.041614,0.163152,0.113538,0.105945,0.225764,0.114004,0.042609,0.226266,0.114137
117,1.170000,0.103960,0.165348,0.112813,0.041584,0.163179,0.113537,0.105945,0.225756,0.114007,0.042604,0.226237,0.114132
118,1.180000,0.103936,0.165354,0.112816,0.041577,0.163180,0.113540,0.105929,0.225738,0.113998,0.042614,0.226236,0.114143
119,1.190000,0.103942,0.165399,0.112851,0.041603,0.163132,0.113529,0.105952,0.225748,0.114004,0.042618,0.226244,0.114120
120,1.200000,0.103942,0.165397,0.112854,0.041599,0.163148,0.113533,0.105940,0.225751,0.113996,0.042613,0.226241,0.114137
121,1.210000,0.103941,0.165371,0.112819,0.041588,0.163186,0.113531,0.105939,0.225716,0.113986,0.042617,0.226247,0.114136
122,1.220000,0.103945,0.165382,0.112826,0.041591,0.163170,0.113543,0.105936,0.225736,0.114011,0.042617,0.226229,0.114125
123,1.230000,0.103959,0.165355,0.112811,0.041588,0.163183,0.113543,0.105932,0.225733,0.114001,0.042591,0.226237,0.114123
124,1.240000,0.103946,0.165364,0.112826,0.041610,0.163161,0.113529,0.105936,0.225735,0.113999,0.042609,0.226222,0.114136
125,1.250000,0.103940,0.165361,0.112830,0.041614,0.163160,0.113540,0.105936,0.225708,0.113986,0.042611,0.226245,0.114148
126,1.260000,0.103945,0.165359,0.112835,0.041593,0.163195,0.113550,0.105947,0.225724,0.113986,0.042604,0.226237,0.114138
127,1.270000,0.103949,0.165391,0.112828,0.041610,0.163150,0.113536,0.105940,0.225754,0.114002,0.042611,0.226254,0.114133
128,1.280000,0.103945,0.165369,0.112822,0.041595,0.163175,0.113539,0.105955,0.225760,0.114019,0.042618,0.226252,0.114147
129,1.290000,0.103955,0.165386,0.112830,0.041598,0.163180,0.113554,0.105937,0.225742,0.114001,0.042614,0.226244,0.114133
130,1.300000,0.103961,0.165413,0.112835,0.041591,0.163196,0.113561,0.105946,0.225743,0.114008,0.042621,0.226252,0.114133
131,1.310000,0.103954,0.165381,0.112819,0.041573,0.163183,0.113533,0.105933,0.225755,0.114011,0.042611,0.226246,0.114135
132,1.320000,0.103948,0.165376,0.112835,0.041592,0.163180,0.113543,0.105938,0.225757,0.114004,0.042602,0.226237,0.114133
133,1.330000,0.103946,0.165371,0.112833,0.041580,0.163187,0.113543,0.105945,0.225749,0.114006,0.042606,0.226242,0.114145
134,1.340000,0.103945,0.165380,0.112827,0.041575,0.163185,0.113534,0.105967,0.225761,0.114018,0.042607,0.226240,0.114150
135,1.350000,0.103945,0.165407,0.112844,0.041593,0.163192,0.113533,0.105930,0.225742,0.114014,0.042611,0.226251,0.114134
136,1.360000,0.103940,0.165391,0.112821,0.041608,0.163153,0.113531,0.105937,0.225742,0.114005,0.042621,0.226244,0.114144
137,1.370000,0.103945,0.165381,0.112832,0.041603,0.163145,0.113533,0.105934,0.225745,0.114006,0.042614,0.226234,0.114144
138,1.380000,0.103947,0.165365,0.112825,0.041606,0.163133,0.113522,0.105934,0.225744,0.114005,0.042604,0.226243,0.114142
139,1.390000,0.103944,0.165392,0.112855,0.041583,0.163187,0.113546,0.105942,0.225748,0.114009,0.042608,0.226231,0.114131
140,1.400000,0.103951,0.165362,0.112832,0.041594,0.163156,0.113531,0.105938,0.225745,0.114007,0.042618,0.226250,0.114154
141,1.410000,0.103949,0.165362,0.112827,0.041588,0.163140,0.113520,0.105952,0.225783,0.114021,0.042619,0.226228,0.114135
142,1.420000,0.103945,0.165385,0.112835,0.041578,0.163160,0.113544,0.105941,0.225749,0.114004,0.042608,0.226237,0.114127
143,1.430000,0.103947,0.165377,0.112840,0.041597,0.163144,0.113532,0.105939,0.225742,0.114001,0.042613,0.226234,0.114143
144,1.440000,0.103945,0.165384,0.112853,0.041595,0.163136,0.113526,0.105933,0.225739,0.114006,0.042611,0.226242,0.114143
145,1.450000,0.103946,0.165361,0.112824,0.041586,0.163170,0.113546,0.105936,0.225741,0.114005,0.042600,0.226219,0.114132
146,1.460000,0.103948,0.165400,0.112859,0.041586,0.163180,0.113538,0.105955,0.225767,0.114022,0.042598,0.226243,0.114123
147,1.470000,0.103951,0.165398,0.112831,0.041578,0.163180,0.113546,0.105945,0.225746,0.114005,0.042602,0.226222,0.114118
148,1.480000,0.103942,0.165366,0.112816,0.041593,0.163145,0.113517,0.105929,0.225733,0.113999,0.042622,0.226251,0.114138
149,1.490000,0.103951,0.165364,0.112832,0.041573,0.163176,0.113543,0.105975,0.225767,0.114009,0.042605,0.226224,0.114134
150,1.500000,0.103950,0.165399,0.112852,0.041589,0.163165,0.113551,0.105942,0.225751,0.113997,0.042604,0.226218,0.114131
151,1.510000,0.103946,0.165357,0.112829,0.041594,0.163176,0.113541,0.105944,0.225751,0.114006,0.042602,0.226237,0.114144
152,1.520000,0.103945,0.165357,0.112830,0.041595,0.163180,0.113550,0.105943,0.225748,0.114021,0.042602,0.226245,0.114128
153,1.530000,0.103958,0.165380,0.112832,0.041607,0.163149,0.113526,0.105946,0.225751,0.114002,0.042603,0.226240,0.114133
154,1.540000,0.103953,0.165353,0.112827,0.041598,0.163182,0.113532,0.105946,0.225733,0.113994,0.042618,0.226207,0.114127
155,1.550000,0.103952,0.165367,0.112819,0.041606,0.163145,0.113524,0.105942,0.225746,0.114003,0.042615,0.226247,0.114128
156,1.560000,0.103948,0.165363,0.112829,0.041588,0.163160,0.113540,0.105942,0.225752,0.114000,0.042622,0.226242,0.114144
157,1.570000,0.103951,0.165372,0.112830,0.041603,0.163134,0.113528,0.105939,0.225750,0.113997,0.042610,0.226256,0.114144
158,1.580000,0.103944,0.165367,0.112822,0.041574,0.163174,0.113544,0.105952,0.225773,0.114017,0.042613,0.226258,0.114127
159,1.590000,0.103947,0.165374,0.112836,0.041574,0.163172,0.113549,0.105941,0.225747,0.114005,0.042603,0.226231,0.114132
160,1.600000,0.103946,0.165360,0.112842,0.041577,0.163183,0.113547,0.105939,0.225745,0.114001,0.042599,0.226224,0.114133
161,1.610000,0.103943,0.165370,0.112827,0.041595,0.163153,0.113516,0.105955,0.225775,0.114021,0.042610,0.226244,0.114139
162,1.620000,0.103944,0.165396,0.112852,0.041581,0.163188,0.113547,0.105935,0.225739,0.114000,0.042619,0.226228,0.114146
163,1.630000,0.103944,0.165375,0.112834,0.041599,0.163170,0.113544,0.105952,0.225740,0.113988,0.042612,0.226219,0.114132
164,1.640000,0.103940,0.165365,0.112834,0.041538,0.163262,0.113564,0.105931,0.225740,0.114009,0.042603,0.226237,0.114134
165,1.650000,0.103941,0.165363,0.112826,0.041580,0.163172,0.113540,0.105940,0.225724,0.113990,0.042609,0.226251,0.114123
166,1.660000,0.103953,0.165369,0.112842,0.041594,0.163146,0.113530,0.105945,0.225726,0.113984,0.042594,0.226236,0.114129
167,1.670000,0.103943,0.165371,0.112830,0.041590,0.163170,0.113540,0.105937,0.225739,0.114001,0.042610,0.226232,0.114150
168,1.680000,0.103939,0.165349,0.112823,0.041596,0.163181,0.113534,0.105931,0.225730,0.113992,0.042605,0.226217,0.114128
169,1.690000,0.103951,0.165374,0.112825,0.041598,0.163139,0.113538,0.105932,0.225731,0.113996,0.042615,0.226239,0.114138
170,1.700000,0.103945,0.165362,0.112823,0.041599,0.163129,0.113534,0.105939,0.225740,0.113996,0.042620,0.226249,0.114128
171,1.710000,0.103939,0.165361,0.112818,0.041582,0.163171,0.113530,0.105930,0.225734,0.113998,0.042609,0.226234,0.114150
172,1.720000,0.103943,0.165373,0.112826,0.041621,0.163143,0.113532,0.105944,0.225745,0.113999,0.042609,0.226246,0.114137
173,1.730000,0.103949,0.165387,0.112829,0.041605,0.163136,0.113529,0.105944,0.225755,0.114006,0.042620,0.226259,0.114142
174,1.740000,0.103953,0.165374,0.112835,0.041581,0.163173,0.113537,0.105934,0.225730,0.114004,0.042599,0.226244,0.114133
175,1.750000,0.103946,0.165372,0.112822,0.041578,0.163195,0.113542,0.105963,0.225751,0.114005,0.042609,0.226234,0.114142
176,1.760000,0.103949,0.165379,0.112824,0.041599,0.163136,0.113533,0.105944,0.225717,0.113984,0.042611,0.226224,0.114129
177,1.770000,0.103942,0.165367,0.112826,0.041581,0.163166,0.113540,0.105941,0.225741,0.113997,0.042601,0.226203,0.114130
178,1.780000,0.103942,0.165363,0.112819,0.041575,0.163174,0.113539,0.105938,0.225741,0.114003,0.042611,0.226260,0.114143
179,1.790000,0.103943,0.165383,0.112828,0.041613,0.163145,0.113528,0.105940,0.225753,0.113999,0.042601,0.226235,0.114137
180,1.800000,0.103943,0.165379,0.112829,0.041578,0.163168,0.113542,0.105949,0.225731,0.113991,0.042599,0.226248,0.114131
181,1.810000,0.103947,0.165370,0.112831,0.041597,0.163129,0.113515,0.105933,0.225740,0.114015,0.042615,0.226243,0.114150
182,1.820000,0.103938,0.165356,0.112831,0.041589,0.163136,0.113527,0.105939,0.225749,0.114002,0.042602,0.226250,0.114134
183,1.830000,0.103943,0.165364,0.112832,0.041582,0.163156,0.113551,0.105943,0.225735,0.114000,0.042602,0.226224,0.114142
184,1.840000,0.103938,0.165361,0.112821,0.041585,0.163160,0.113533,0.105932,0.225723,0.113996,0.042611,0.226232,0.114143
185,1.850000,0.103943,0.165382,0.112851,0.041575,0.163166,0.113537,0.105933,0.225748,0.114004,0.042610,0.226209,0.114136
186,1.860000,0.103954,0.165377,0.112828,0.041605,0.163123,0.113532,0.105945,0.225719,0.113982,0.042605,0.226225,0.114130
187,1.870000,0.103947,0.165378,0.112825,0.041591,0.163167,0.113540,0.105958,0.225769,0.114016,0.042613,0.226229,0.114139
188,1.880000,0.103942,0.165362,0.112821,0.041604,0.163146,0.113519,0.105936,0.225733,0.114001,0.042621,0.226241,0.114144
189,1.890000,0.103941,0.165371,0.112822,0.041594,0.163147,0.113530,0.105938,0.225732,0.113994,0.042599,0.226245,0.114128
190,1.900000,0.103945,0.165400,0.112852,0.041603,0.163141,0.113527,0.105941,0.225745,0.114004,0.042608,0.226246,0.114147
191,1.910000,0.103937,0.165374,0.112821,0.041597,0.163142,0.113518,0.105942,0.225751,0.114019,0.042608,0.226242,0.114143
192,1.920000,0.103938,0.165379,0.112832,0.041583,0.163168,0.113547,0.105934,0.225726,0.114003,0.042614,0.226253,0.114134
193,1.930000,0.103947,0.165385,0.112835,0.041601,0.163134,0.113529,0.105947,0.225717,0.113991,0.042599,0.226230,0.114134
194,1.940000,0.103945,0.165363,0.112836,0.041573,0.163192,0.113540,0.105927,0.225734,0.113999,0.042604,0.226226,0.114145
195,1.950000,0.103936,0.165361,0.112824,0.041538,0.163282,0.113557,0.105935,0.225738,0.114000,0.042615,0.226237,0.114135
