Format Version,1.23,Take Name,Sujith_cart_002_linear_movement_2,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-14 10.27.14.404 AM,Total Frames in Take,5909,Total Exported Frames,5909,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,wheeled_cart:center,wheeled_cart:center,wheeled_cart:center,wheeled_cart:org,wheeled_cart:org,wheeled_cart:org,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:x_vec,wheeled_cart:z_vec,wheeled_cart:z_vec,wheeled_cart:z_vec
,ID,"ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","ACDA10ECEB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3364EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3362EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3","B30E3360EB9E11ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),center_x,center_y,center_z,org_x,org_y,org_z,xvec_x,xvec_y,xvec_z,zvec_x,zvec_y,zvec_z
33,0.330000,0.325093,0.070463,-0.087910,0.365667,0.067910,-0.151113,0.286086,0.067797,-0.154474,0.362629,0.072218,-0.024157
34,0.340000,0.325097,0.070533,-0.087874,0.365667,0.067916,-0.151116,0.286097,0.067820,-0.154461,0.362629,0.072226,-0.024152
35,0.350000,0.325096,0.070547,-0.087885,0.365667,0.067913,-0.151113,0.286102,0.067805,-0.154458,0.362638,0.072228,-0.024152
36,0.360000,0.325089,0.070459,-0.087906,0.365664,0.067906,-0.151109,0.286095,0.067813,-0.154465,0.362633,0.072236,-0.024149
37,0.370000,0.325092,0.070460,-0.087914,0.365668,0.067918,-0.151106,0.286101,0.067818,-0.154467,0.362639,0.072226,-0.024151
38,0.380000,0.325096,0.070529,-0.087875,0.365671,0.067864,-0.151101,0.286112,0.067791,-0.154472,0.362627,0.072246,-0.024142
39,0.390000,0.325096,0.070548,-0.087882,0.365668,0.067905,-0.151112,0.286098,0.067820,-0.154461,0.362638,0.072220,-0.024154
40,0.400000,0.325098,0.070531,-0.087869,0.365675,0.067863,-0.151106,0.286106,0.067804,-0.154465,0.362634,0.072224,-0.024151
41,0.410000,0.325093,0.070551,-0.087884,0.365671,0.067875,-0.151095,0.286099,0.067817,-0.154459,0.362640,0.072222,-0.024146
42,0.420000,0.325092,0.070465,-0.087909,0.365666,0.067910,-0.151115,0.286103,0.067809,-0.154458,0.362635,0.072222,-0.024158
43,0.430000,0.325089,0.070489,-0.087915,0.365663,0.067910,-0.151109,0.286099,0.067816,-0.154466,0.362637,0.072221,-0.024151
