Format Version,1.23,Take Name,random_movement_sync_mc,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-23 09.53.21.904 AM,Total Frames in Take,5406,Total Exported Frames,5406,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,mecanum:org,mecanum:org,mecanum:org,mecanum:xdir,mecanum:xdir,mecanum:xdir,mecanum:zdir,mecanum:zdir,mecanum:zdir
,ID,"7ADBF873F2AC11EC20C8B848E850B3","7ADBF873F2AC11EC20C8B848E850B3","7ADBF873F2AC11EC20C8B848E850B3","7ADBF874F2AC11EC20C8B848E850B3","7ADBF874F2AC11EC20C8B848E850B3","7ADBF874F2AC11EC20C8B848E850B3","7ADBF875F2AC11EC20C8B848E850B3","7ADBF875F2AC11EC20C8B848E850B3","7ADBF875F2AC11EC20C8B848E850B3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z
67,0.670000,0.055466,0.069269,-0.041580,0.098069,0.067950,-0.044961,0.063091,0.068072,0.061399
68,0.680000,0.055468,0.069266,-0.041607,0.098088,0.067965,-0.044938,0.063089,0.068055,0.061403
69,0.690000,0.055466,0.069260,-0.041595,0.098088,0.067974,-0.044927,0.063087,0.068079,0.061385
70,0.700000,0.055467,0.069256,-0.041598,0.098081,0.067970,-0.044936,0.063089,0.068080,0.061384
71,0.710000,0.055477,0.069261,-0.041581,0.098088,0.067975,-0.044934,0.063090,0.068066,0.061388
72,0.720000,0.055473,0.069266,-0.041576,0.098066,0.067948,-0.044946,0.063094,0.068060,0.061403
73,0.730000,0.055478,0.069247,-0.041612,0.098094,0.067993,-0.044932,0.063090,0.068066,0.061385
74,0.740000,0.055474,0.069253,-0.041581,0.098083,0.067973,-0.044925,0.063092,0.068073,0.061401
75,0.750000,0.055479,0.069260,-0.041606,0.098086,0.067996,-0.044942,0.063083,0.068059,0.061395
76,0.760000,0.055474,0.069267,-0.041574,0.098096,0.067972,-0.044927,0.063085,0.068076,0.061387
77,0.770000,0.055480,0.069263,-0.041583,0.098066,0.067938,-0.044966,0.063090,0.068068,0.061392
78,0.780000,0.055476,0.069256,-0.041585,0.098086,0.067961,-0.044944,0.063093,0.068082,0.061409
79,0.790000,0.055480,0.069257,-0.041585,0.098068,0.067960,-0.044949,0.063084,0.068066,0.061391
80,0.800000,0.055480,0.069260,-0.041615,0.098066,0.067934,-0.044954,0.063089,0.068086,0.061391
81,0.810000,0.055469,0.069274,-0.041581,0.098071,0.067949,-0.044955,0.063086,0.068074,0.061392
82,0.820000,0.055477,0.069251,-0.041587,0.098094,0.067983,-0.044939,0.063090,0.068084,0.061386
83,0.830000,0.055467,0.069257,-0.041574,0.098122,0.067990,-0.044922,0.063089,0.068076,0.061391
84,0.840000,0.055475,0.069254,-0.041582,0.098073,0.067932,-0.044968,0.063096,0.068066,0.061402
85,0.850000,0.055480,0.069246,-0.041585,0.098117,0.067987,-0.044927,0.063093,0.068074,0.061402
86,0.860000,0.055475,0.069262,-0.041611,0.098062,0.067954,-0.044963,0.063081,0.068077,0.061384
87,0.870000,0.055481,0.069259,-0.041584,0.098083,0.067973,-0.044935,0.063088,0.068076,0.061391
88,0.880000,0.055485,0.069252,-0.041586,0.098058,0.067944,-0.044961,0.063088,0.068075,0.061389
89,0.890000,0.055474,0.069257,-0.041591,0.098058,0.067929,-0.044958,0.063096,0.068082,0.061400
90,0.900000,0.055478,0.069279,-0.041598,0.098058,0.067933,-0.044950,0.063084,0.068065,0.061386
91,0.910000,0.055468,0.069278,-0.041576,0.098055,0.067925,-0.044956,0.063101,0.068068,0.061402
92,0.920000,0.055472,0.069257,-0.041597,0.098087,0.067967,-0.044947,0.063097,0.068069,0.061405
93,0.930000,0.055483,0.069246,-0.041609,0.098083,0.067968,-0.044932,0.063088,0.068064,0.061402
94,0.940000,0.055466,0.069275,-0.041572,0.098054,0.067952,-0.044957,0.063090,0.068073,0.061406
95,0.950000,0.055483,0.069268,-0.041585,0.098087,0.068004,-0.044940,0.063093,0.068063,0.061405
96,0.960000,0.055467,0.069268,-0.041585,0.098069,0.067948,-0.044946,0.063088,0.068062,0.061404
97,0.970000,0.055486,0.069263,-0.041585,0.098084,0.067972,-0.044946,0.063091,0.068066,0.061404
98,0.980000,0.055485,0.069243,-0.041590,0.098093,0.067962,-0.044949,0.063093,0.068070,0.061406
99,0.990000,0.055463,0.069247,-0.041581,0.098058,0.067949,-0.044960,0.063089,0.068056,0.061403
100,1.000000,0.055476,0.069260,-0.041589,0.098072,0.067959,-0.044952,0.063088,0.068075,0.061388
101,1.010000,0.055485,0.069262,-0.041582,0.098069,0.067951,-0.044960,0.063090,0.068082,0.061381
102,1.020000,0.055475,0.069249,-0.041587,0.098049,0.067930,-0.044965,0.063085,0.068068,0.061395
103,1.030000,0.055484,0.069268,-0.041577,0.098056,0.067915,-0.044954,0.063089,0.068057,0.061403
104,1.040000,0.055469,0.069270,-0.041579,0.098065,0.067936,-0.044948,0.063081,0.068062,0.061388
105,1.050000,0.055464,0.069260,-0.041577,0.098078,0.067935,-0.044952,0.063081,0.068051,0.061401
106,1.060000,0.055464,0.069269,-0.041575,0.098087,0.067955,-0.044956,0.063075,0.068051,0.061387
107,1.070000,0.055470,0.069257,-0.041588,0.098066,0.067945,-0.044960,0.063087,0.068066,0.061404
108,1.080000,0.055463,0.069249,-0.041586,0.098088,0.067954,-0.044938,0.063076,0.068059,0.061388
109,1.090000,0.055477,0.069248,-0.041590,0.098052,0.067919,-0.044969,0.063092,0.068056,0.061405
110,1.100000,0.055469,0.069261,-0.041589,0.098054,0.067931,-0.044958,0.063092,0.068060,0.061398
111,1.110000,0.055483,0.069252,-0.041589,0.098053,0.067928,-0.044964,0.063082,0.068048,0.061397
112,1.120000,0.055480,0.069260,-0.041587,0.098086,0.067961,-0.044931,0.063092,0.068071,0.061399
113,1.130000,0.055482,0.069245,-0.041582,0.098056,0.067929,-0.044950,0.063091,0.068063,0.061404
114,1.140000,0.055469,0.069266,-0.041607,0.098053,0.067935,-0.044954,0.063094,0.068063,0.061382
115,1.150000,0.055474,0.069262,-0.041592,0.098064,0.067919,-0.044963,0.063089,0.068070,0.061387
116,1.160000,0.055472,0.069241,-0.041588,0.098090,0.067972,-0.044941,0.063089,0.068056,0.061401
117,1.170000,0.055475,0.069264,-0.041583,0.098058,0.067922,-0.044951,0.063084,0.068068,0.061409
118,1.180000,0.055479,0.069262,-0.041588,0.098064,0.067951,-0.044947,0.063089,0.068054,0.061403
119,1.190000,0.055476,0.069252,-0.041582,0.098085,0.067945,-0.044949,0.063087,0.068053,0.061381
120,1.200000,0.055468,0.069264,-0.041584,0.098091,0.067977,-0.044935,0.063083,0.068060,0.061401
121,1.210000,0.055473,0.069257,-0.041587,0.098068,0.067935,-0.044951,0.063089,0.068056,0.061404
122,1.220000,0.055472,0.069261,-0.041586,0.098053,0.067924,-0.044960,0.063088,0.068070,0.061390
123,1.230000,0.055471,0.069278,-0.041575,0.098061,0.067927,-0.044952,0.063096,0.068080,0.061406
124,1.240000,0.055471,0.069261,-0.041582,0.098112,0.068004,-0.044934,0.063095,0.068061,0.061401
125,1.250000,0.055469,0.069270,-0.041583,0.098083,0.067962,-0.044936,0.063093,0.068067,0.061404
126,1.260000,0.055481,0.069265,-0.041587,0.098061,0.067959,-0.044958,0.063085,0.068065,0.061385
127,1.270000,0.055468,0.069271,-0.041607,0.098092,0.067981,-0.044950,0.063094,0.068060,0.061414
128,1.280000,0.055474,0.069264,-0.041613,0.098063,0.067938,-0.044959,0.063089,0.068066,0.061407
129,1.290000,0.055469,0.069265,-0.041581,0.098068,0.067942,-0.044947,0.063092,0.068064,0.061403
130,1.300000,0.055486,0.069265,-0.041584,0.098063,0.067925,-0.044960,0.063089,0.068077,0.061386
131,1.310000,0.055468,0.069247,-0.041585,0.098070,0.067943,-0.044949,0.063097,0.068070,0.061410
132,1.320000,0.055459,0.069268,-0.041573,0.098067,0.067930,-0.044957,0.063089,0.068061,0.061391
133,1.330000,0.055469,0.069275,-0.041579,0.098053,0.067928,-0.044957,0.063091,0.068066,0.061409
134,1.340000,0.055479,0.069267,-0.041583,0.098087,0.067970,-0.044943,0.063094,0.068061,0.061404
135,1.350000,0.055477,0.069259,-0.041578,0.098081,0.067965,-0.044935,0.063090,0.068059,0.061403
136,1.360000,0.055477,0.069260,-0.041590,0.098055,0.067926,-0.044958,0.063092,0.068065,0.061403
137,1.370000,0.055468,0.069259,-0.041588,0.098093,0.067990,-0.044942,0.063088,0.068065,0.061404
138,1.380000,0.055468,0.069281,-0.041582,0.098059,0.067923,-0.044953,0.063095,0.068069,0.061406
139,1.390000,0.055466,0.069250,-0.041591,0.098095,0.067956,-0.044942,0.063089,0.068077,0.061387
140,1.400000,0.055470,0.069254,-0.041582,0.098059,0.067946,-0.044960,0.063090,0.068067,0.061406
141,1.410000,0.055472,0.069265,-0.041583,0.098088,0.067967,-0.044943,0.063090,0.068073,0.061410
142,1.420000,0.055480,0.069268,-0.041586,0.098078,0.067975,-0.044939,0.063086,0.068069,0.061385
143,1.430000,0.055469,0.069263,-0.041582,0.098066,0.067947,-0.044953,0.063088,0.068072,0.061401
144,1.440000,0.055476,0.069258,-0.041586,0.098112,0.068002,-0.044929,0.063094,0.068068,0.061405
145,1.450000,0.055485,0.069270,-0.041590,0.098081,0.067996,-0.044941,0.063094,0.068072,0.061410
146,1.460000,0.055482,0.069264,-0.041611,0.098061,0.067942,-0.044951,0.063090,0.068068,0.061394
147,1.470000,0.055471,0.069279,-0.041574,0.098090,0.067976,-0.044937,0.063094,0.068081,0.061415
148,1.480000,0.055480,0.069243,-0.041583,0.098068,0.067955,-0.044956,0.063093,0.068064,0.061393
149,1.490000,0.055465,0.069276,-0.041581,0.098059,0.067932,-0.044955,0.063094,0.068079,0.061392
150,1.500000,0.055475,0.069257,-0.041587,0.098060,0.067932,-0.044951,0.063096,0.068084,0.061391
151,1.510000,0.055463,0.069278,-0.041584,0.098053,0.067936,-0.044962,0.063094,0.068070,0.061402
152,1.520000,0.055476,0.069267,-0.041584,0.098049,0.067957,-0.044960,0.063095,0.068070,0.061402
153,1.530000,0.055478,0.069271,-0.041583,0.098053,0.067930,-0.044953,0.063094,0.068074,0.061387
154,1.540000,0.055471,0.069255,-0.041580,0.098078,0.067995,-0.044932,0.063096,0.068064,0.061403
155,1.550000,0.055478,0.069237,-0.041593,0.098086,0.067964,-0.044938,0.063089,0.068084,0.061384
156,1.560000,0.055468,0.069275,-0.041605,0.098067,0.067940,-0.044953,0.063094,0.068068,0.061403
157,1.570000,0.055472,0.069253,-0.041581,0.098095,0.067989,-0.044932,0.063089,0.068085,0.061380
158,1.580000,0.055472,0.069275,-0.041576,0.098089,0.067967,-0.044937,0.063090,0.068054,0.061399
159,1.590000,0.055470,0.069267,-0.041607,0.098061,0.067951,-0.044963,0.063088,0.068066,0.061406
160,1.600000,0.055481,0.069270,-0.041588,0.098089,0.067977,-0.044937,0.063087,0.068064,0.061408
161,1.610000,0.055461,0.069260,-0.041588,0.098070,0.067942,-0.044946,0.063088,0.068065,0.061402
162,1.620000,0.055469,0.069254,-0.041587,0.098055,0.067938,-0.044960,0.063089,0.068083,0.061389
163,1.630000,0.055467,0.069275,-0.041579,0.098079,0.067995,-0.044936,0.063094,0.068065,0.061409
164,1.640000,0.055475,0.069253,-0.041590,0.098087,0.067961,-0.044936,0.063091,0.068079,0.061398
165,1.650000,0.055474,0.069267,-0.041592,0.098059,0.067941,-0.044949,0.063095,0.068053,0.061408
166,1.660000,0.055483,0.069253,-0.041605,0.098082,0.067964,-0.044942,0.063090,0.068066,0.061388
167,1.670000,0.055472,0.069257,-0.041582,0.098060,0.067935,-0.044951,0.063091,0.068053,0.061404
168,1.680000,0.055480,0.069258,-0.041580,0.098083,0.067962,-0.044927,0.063091,0.068062,0.061406
169,1.690000,0.055480,0.069265,-0.041584,0.098056,0.067934,-0.044953,0.063097,0.068053,0.061408
170,1.700000,0.055467,0.069267,-0.041578,0.098085,0.067980,-0.044933,0.063091,0.068056,0.061406
171,1.710000,0.055481,0.069266,-0.041583,0.098063,0.067939,-0.044956,0.063091,0.068078,0.061391
172,1.720000,0.055473,0.069277,-0.041593,0.098088,0.067975,-0.044932,0.063093,0.068062,0.061388
173,1.730000,0.055471,0.069260,-0.041591,0.098059,0.067934,-0.044955,0.063090,0.068073,0.061409
174,1.740000,0.055476,0.069254,-0.041593,0.098065,0.067933,-0.044951,0.063097,0.068071,0.061414
175,1.750000,0.055481,0.069267,-0.041581,0.098116,0.068003,-0.044923,0.063087,0.068072,0.061407
176,1.760000,0.055473,0.069267,-0.041609,0.098067,0.067962,-0.044952,0.063091,0.068062,0.061402
177,1.770000,0.055474,0.069268,-0.041597,0.098057,0.067930,-0.044957,0.063091,0.068075,0.061411
178,1.780000,0.055472,0.069270,-0.041586,0.098058,0.067954,-0.044954,0.063095,0.068060,0.061408
179,1.790000,0.055468,0.069249,-0.041580,0.098063,0.067940,-0.044948,0.063088,0.068067,0.061394
180,1.800000,0.055472,0.069256,-0.041585,0.098060,0.067934,-0.044956,0.063095,0.068068,0.061411
181,1.810000,0.055467,0.069262,-0.041588,0.098050,0.067920,-0.044953,0.063094,0.068061,0.061417
182,1.820000,0.055457,0.069261,-0.041576,0.098060,0.067928,-0.044939,0.063087,0.068057,0.061413
183,1.830000,0.055464,0.069281,-0.041579,0.098039,0.067879,-0.044984,0.063091,0.068070,0.061393
184,1.840000,0.055466,0.069280,-0.041574,0.098053,0.067938,-0.044958,0.063092,0.068068,0.061405
185,1.850000,0.055476,0.069262,-0.041592,0.098061,0.067939,-0.044955,0.063087,0.068076,0.061403
186,1.860000,0.055464,0.069281,-0.041579,0.098062,0.067940,-0.044956,0.063082,0.068067,0.061384
187,1.870000,0.055479,0.069267,-0.041578,0.098093,0.067993,-0.044936,0.063089,0.068068,0.061400
188,1.880000,0.055475,0.069263,-0.041591,0.098064,0.067953,-0.044949,0.063089,0.068063,0.061402
189,1.890000,0.055469,0.069286,-0.041579,0.098064,0.067967,-0.044958,0.063093,0.068064,0.061397
190,1.900000,0.055476,0.069257,-0.041584,0.098066,0.067947,-0.044956,0.063088,0.068066,0.061403
191,1.910000,0.055463,0.069273,-0.041581,0.098055,0.067963,-0.044958,0.063090,0.068050,0.061403
192,1.920000,0.055473,0.069241,-0.041601,0.098062,0.067931,-0.044960,0.063085,0.068063,0.061413
193,1.930000,0.055474,0.069249,-0.041579,0.098082,0.067982,-0.044931,0.063085,0.068067,0.061391
194,1.940000,0.055481,0.069255,-0.041592,0.098052,0.067957,-0.044957,0.063090,0.068078,0.061391
195,1.950000,0.055467,0.069253,-0.041584,0.098050,0.067939,-0.044959,0.063083,0.068064,0.061405
196,1.960000,0.055477,0.069269,-0.041583,0.098050,0.067941,-0.044958,0.063078,0.068070,0.061391
197,1.970000,0.055474,0.069263,-0.041589,0.098047,0.067927,-0.044962,0.063085,0.068054,0.061408
198,1.980000,0.055468,0.069286,-0.041577,0.098049,0.067923,-0.044967,0.063087,0.068065,0.061390
199,1.990000,0.055467,0.069247,-0.041587,0.098051,0.067943,-0.044961,0.063093,0.068080,0.061389
200,2.000000,0.055469,0.069281,-0.041606,0.098055,0.067941,-0.044962,0.063091,0.068081,0.061392
201,2.010000,0.055477,0.069257,-0.041582,0.098091,0.067984,-0.044942,0.063084,0.068081,0.061386
202,2.020000,0.055472,0.069288,-0.041578,0.098082,0.067986,-0.044947,0.063089,0.068081,0.061387
203,2.030000,0.055486,0.069277,-0.041583,0.098061,0.067953,-0.044960,0.063092,0.068075,0.061388
204,2.040000,0.055479,0.069247,-0.041584,0.098055,0.067932,-0.044958,0.063091,0.068087,0.061389
205,2.050000,0.055466,0.069281,-0.041582,0.098083,0.067964,-0.044942,0.063082,0.068061,0.061403
206,2.060000,0.055484,0.069258,-0.041603,0.098083,0.067970,-0.044940,0.063089,0.068058,0.061404
207,2.070000,0.055474,0.069258,-0.041615,0.098064,0.067946,-0.044958,0.063090,0.068063,0.061399
208,2.080000,0.055483,0.069261,-0.041592,0.098054,0.067947,-0.044957,0.063089,0.068061,0.061397
209,2.090000,0.055485,0.069262,-0.041594,0.098095,0.067980,-0.044943,0.063095,0.068066,0.061399
210,2.100000,0.055474,0.069254,-0.041608,0.098063,0.067941,-0.044955,0.063089,0.068083,0.061388
211,2.110000,0.055475,0.069271,-0.041580,0.098069,0.067934,-0.044962,0.063090,0.068075,0.061390
212,2.120000,0.055476,0.069262,-0.041607,0.098084,0.067973,-0.044943,0.063087,0.068078,0.061383
213,2.130000,0.055484,0.069280,-0.041580,0.098062,0.067944,-0.044959,0.063091,0.068062,0.061406
214,2.140000,0.055468,0.069254,-0.041603,0.098060,0.067934,-0.044962,0.063092,0.068076,0.061407
215,2.150000,0.055473,0.069272,-0.041587,0.098057,0.067925,-0.044955,0.063089,0.068068,0.061410
216,2.160000,0.055469,0.069258,-0.041583,0.098051,0.067928,-0.044958,0.063086,0.068055,0.061400
217,2.170000,0.055470,0.069272,-0.041596,0.098062,0.067941,-0.044948,0.063086,0.068060,0.061396
