Format Version,1.23,Take Name,cart_linear_sideways,Take Notes,,Capture Frame Rate,100.000000,Export Frame Rate,100.000000,Capture Start Time,2022-06-15 12.13.29.772 PM,Total Frames in Take,3776,Total Exported Frames,3776,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,mecanum:center,mecanum:center,mecanum:center,mecanum:org,mecanum:org,mecanum:org,mecanum:xdir,mecanum:xdir,mecanum:xdir,mecanum:zdir,mecanum:zdir,mecanum:zdir
,ID,"A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","A505A605EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B77EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","9ECE9B79EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3","A505A603EC7611ECBCE17DD2D9C84CB3"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
60,0.600000,0.376721,0.061968,0.048002,0.336796,0.062002,-0.017957,0.416379,0.060202,-0.015437,0.334203,0.063515,0.109504
61,0.610000,0.376728,0.061987,0.048007,0.336805,0.061992,-0.017958,0.416392,0.060187,-0.015421,0.334201,0.063518,0.109509
62,0.620000,0.376719,0.061976,0.048009,0.336799,0.061977,-0.017949,0.416377,0.060193,-0.015435,0.334202,0.063525,0.109499
63,0.630000,0.376723,0.061978,0.048008,0.336802,0.061984,-0.017956,0.416388,0.060177,-0.015431,0.334208,0.063496,0.109492
64,0.640000,0.376714,0.061973,0.048010,0.336801,0.062019,-0.017970,0.416390,0.060180,-0.015427,0.334199,0.063515,0.109504
65,0.650000,0.376714,0.061964,0.048005,0.336797,0.061969,-0.017967,0.416364,0.060209,-0.015432,0.334198,0.063516,0.109510
66,0.660000,0.376713,0.061966,0.048006,0.336803,0.061989,-0.017965,0.416374,0.060195,-0.015439,0.334193,0.063504,0.109503
67,0.670000,0.376714,0.061966,0.048011,0.336788,0.061978,-0.017957,0.416381,0.060192,-0.015435,0.334206,0.063505,0.109506
68,0.680000,0.376718,0.061970,0.048010,0.336791,0.061988,-0.017957,0.416383,0.060176,-0.015419,0.334202,0.063524,0.109510
69,0.690000,0.376717,0.061970,0.048018,0.336798,0.062010,-0.017952,0.416375,0.060190,-0.015427,0.334205,0.063520,0.109505
70,0.700000,0.376714,0.061960,0.048011,0.336791,0.061981,-0.017959,0.416383,0.060181,-0.015423,0.334203,0.063497,0.109502
71,0.710000,0.376720,0.062001,0.048025,0.336804,0.062001,-0.017955,0.416375,0.060192,-0.015442,0.334202,0.063516,0.109506
72,0.720000,0.376723,0.061972,0.048011,0.336801,0.061986,-0.017958,0.416380,0.060187,-0.015432,0.334202,0.063534,0.109510
73,0.730000,0.376723,0.061982,0.048013,0.336805,0.062017,-0.017965,0.416375,0.060202,-0.015429,0.334203,0.063515,0.109515
74,0.740000,0.376719,0.061991,0.048018,0.336793,0.061996,-0.017958,0.416373,0.060210,-0.015438,0.334197,0.063519,0.109509
75,0.750000,0.376720,0.061979,0.048006,0.336800,0.061989,-0.017963,0.416380,0.060193,-0.015432,0.334200,0.063519,0.109514
76,0.760000,0.376717,0.061977,0.048012,0.336800,0.062013,-0.017973,0.416390,0.060198,-0.015425,0.334200,0.063531,0.109508
77,0.770000,0.376715,0.061970,0.048007,0.336799,0.062004,-0.017968,0.416376,0.060204,-0.015439,0.334199,0.063513,0.109504
78,0.780000,0.376716,0.061969,0.048009,0.336794,0.061986,-0.017952,0.416371,0.060203,-0.015425,0.334199,0.063521,0.109508
79,0.790000,0.376711,0.061967,0.048010,0.336797,0.061983,-0.017957,0.416361,0.060210,-0.015438,0.334203,0.063509,0.109506
