sys_time,e_fr,e_fl,e_rr,e_rl
2022-06-14 15:03:48.326735,1,0,0,0
2022-06-14 15:03:48.546016,1,0,0,0
2022-06-14 15:03:48.546516,1,0,0,0
2022-06-14 15:03:48.546516,1,0,0,0
2022-06-14 15:03:48.546516,1,0,0,0
2022-06-14 15:03:48.547013,1,0,0,0
2022-06-14 15:03:48.547013,1,0,0,0
2022-06-14 15:03:48.547013,1,0,0,0
2022-06-14 15:03:48.547491,1,0,0,0
2022-06-14 15:03:48.547491,1,0,0,0
2022-06-14 15:03:48.547491,1,0,0,0
2022-06-14 15:03:48.547991,1,0,0,0
2022-06-14 15:03:48.547991,1,0,0,0
2022-06-14 15:03:48.547991,1,0,0,0
2022-06-14 15:03:48.548491,1,0,0,0
2022-06-14 15:03:48.548491,1,0,0,0
2022-06-14 15:03:48.548491,1,0,0,0
2022-06-14 15:03:48.548990,1,0,0,0
2022-06-14 15:03:48.548990,1,0,0,0
2022-06-14 15:03:48.548990,1,0,0,0
2022-06-14 15:03:48.548990,1,0,0,0
2022-06-14 15:03:48.549491,1,0,0,0
2022-06-14 15:03:48.549491,1,0,0,0
2022-06-14 15:03:48.549491,1,0,0,0
2022-06-14 15:03:48.549990,1,0,0,0
2022-06-14 15:03:48.549990,1,0,0,0
2022-06-14 15:03:48.549990,1,0,0,0
2022-06-14 15:03:48.549990,1,0,0,0
2022-06-14 15:03:48.550491,1,0,0,0
2022-06-14 15:03:48.550491,1,0,0,0
2022-06-14 15:03:48.550491,1,0,0,0
2022-06-14 15:03:48.550491,1,0,0,0
2022-06-14 15:03:48.550990,1,0,0,0
2022-06-14 15:03:48.550990,1,0,0,0
2022-06-14 15:03:48.550990,1,0,0,0
2022-06-14 15:03:48.551491,1,0,0,0
2022-06-14 15:03:48.551491,1,0,0,0
2022-06-14 15:03:48.551491,1,0,0,0
2022-06-14 15:03:48.551491,1,0,0,0
2022-06-14 15:03:48.551990,1,0,0,0
2022-06-14 15:03:48.551990,1,0,0,0
2022-06-14 15:03:48.551990,1,0,0,0
2022-06-14 15:03:48.552489,1,0,0,0
2022-06-14 15:03:48.552489,1,0,0,0
2022-06-14 15:03:48.552489,1,0,0,0
2022-06-14 15:03:48.552489,1,0,0,0
2022-06-14 15:03:48.552989,1,0,0,0
2022-06-14 15:03:48.552989,1,0,0,0
2022-06-14 15:03:48.552989,1,0,0,0
2022-06-14 15:03:48.553492,1,0,0,0
2022-06-14 15:03:48.553492,1,0,0,0
2022-06-14 15:03:48.553492,1,0,0,0
2022-06-14 15:03:48.553492,1,0,0,0
2022-06-14 15:03:48.554016,1,0,0,0
2022-06-14 15:03:48.554016,1,0,0,0
2022-06-14 15:03:48.554016,1,0,0,0
2022-06-14 15:03:48.554016,1,0,0,0
2022-06-14 15:03:48.554492,1,0,0,0
2022-06-14 15:03:48.554492,1,0,0,0
2022-06-14 15:03:48.554492,1,0,0,0
2022-06-14 15:03:48.554991,1,0,0,0
2022-06-14 15:03:48.554991,1,0,0,0
2022-06-14 15:03:48.554991,1,0,0,0
2022-06-14 15:03:48.554991,1,0,0,0
2022-06-14 15:03:48.555517,1,0,0,0
2022-06-14 15:03:48.555517,1,0,0,0
2022-06-14 15:03:48.555517,1,0,0,0
2022-06-14 15:03:48.556015,1,0,0,0
2022-06-14 15:03:48.556015,1,0,0,0
2022-06-14 15:03:48.556015,1,0,0,0
2022-06-14 15:03:48.556015,1,0,0,0
2022-06-14 15:03:48.556492,1,0,0,0
2022-06-14 15:03:48.556492,1,0,0,0
2022-06-14 15:03:48.556492,1,0,0,0
