sys_time,e_fr,e_fl,e_rr,e_rl,rtc,mils,sync,ax,ay,az,gx,gy,gz
2022-07-06 17:29:51.775498,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927251,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.776510,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927261,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.777508,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927271,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.777508,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927281,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.778499,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927291,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.778499,783,-1570,-1674,848,2022-07-06 10.59.49.000000 PM,1927301,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.779509,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927311,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.779509,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927321,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.780503,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927331,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.781500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927341,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.781500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927351,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.782500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927361,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.782500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927371,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.783503,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927381,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.783503,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927391,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.784500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927401,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.784500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927411,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.785499,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927421,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.785499,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927431,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.786501,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927441,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.802530,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927451,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.803500,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927461,1,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-06 17:29:51.804501,783,-1570,-1674,848,2022-07-06 10.59.50.000000 PM,1927471,1,0.0,0.0,0.0,0.0,0.0,0.0
