,TRUNK_X_0,TRUNK_Y_0,TRUNK_Z_0,RSHD_FE_0,RSHD_AA_0,RELB_FE_0,LSHD_FE_0,LSHD_AA_0,LELB_FE_0
0,0.0,0.0,-1.2680597732848058e-06,-108.96153654616069,121.63561507946883,2.8819464535378705,-157.75791744853836,-176.88864893634042,56.649763145909596
1,-0.05691619626349344,0.0930880891708158,-0.1338279360779789,-108.96153654616069,121.63561507946883,2.996109010089814,-157.9180990449535,-177.62729291394228,56.94256994053345
2,-0.23035066014418268,0.4128448723887148,-0.593523120548261,-108.96153654616069,121.63561507946883,2.999243426588615,-158.00530690027622,-178.99072161568188,57.12948148226544
3,-0.23035066014418268,0.4128448723887148,-0.5989158833199082,-108.82453661178857,121.14684674246273,5.339719376597731,-157.9180990449535,-178.99072161568188,56.94256994053345
4,-0.23035066014418268,0.41641923404600945,-0.700395958629222,-107.92177001862048,118.56414731160581,5.339719376597731,-157.75791744853836,-178.99072161568188,56.649763145909596
5,0.12204798425834308,0.41641923404600945,-1.4542962083031552,-105.15635619727654,114.43932093975423,5.625770687245628,-157.08461106053684,173.38911955281435,56.27028808090744
6,0.26092340914267775,0.4179924106334241,-1.7840490093223926,-103.38668150408292,110.43710329369355,9.470418430475045,-156.46101478931467,173.38911955281435,55.66688184887183
7,0.49632828170597226,0.4179924106334241,-2.627326876611303,-99.20441324131154,103.58973619791823,9.470418430475045,-155.48618287021378,173.38911955281435,55.00410078238131
8,0.49632828170597226,0.48400555135828405,-2.8272021395851623,-96.75678080129163,99.83244913549422,9.470418430475045,-155.3350307838814,172.7624906776007,54.927483135366685
9,0.49632828170597226,0.6131358857604108,-3.1312061374604663,-93.8762509716763,95.17447185740978,16.450324493320828,-154.33207214577837,171.95951997839566,54.48173815994249
10,0.15653982510459352,1.0956871899376976,-3.888013732113686,-93.84556293173543,95.16185649801277,20.984227970037388,-153.15091387222972,168.44393965032006,52.7953268878259
11,0.15653982510459352,1.0956871899376976,-3.888013732113686,-93.70020284581922,95.13630476032776,23.579949156546938,-153.15091387222972,168.44393965032006,52.7953268878259
12,0.15653982510459352,1.0956871899376976,-3.888013732113686,-93.64461193616448,94.90360021530542,25.29967467634026,-153.15091387222972,168.44393965032006,52.7953268878259
13,0.4391193270155742,0.6591378200516788,-3.191126258645548,-92.94071996105964,94.01494479296257,25.851477121649125,-154.32572006985026,172.29984098398072,54.78337638916317
14,0.4391193270155742,0.6591378200516788,-3.191126258645548,-92.20380402131781,92.96028845303174,28.469951375831283,-154.32572006985026,172.29984098398072,54.78337638916317
15,0.4391193270155742,0.6591378200516788,-3.191126258645548,-92.20380402131781,92.96028845303174,28.469951375831283,-154.32572006985026,172.29984098398072,54.78337638916317
16,0.4017518484706727,0.7503544434815576,-3.329646791730701,-92.20380402131781,92.96028845303174,28.60641343280626,-153.88912071772472,171.69113452514918,54.459137063978915
17,0.4017518484706727,0.7503544434815576,-3.329646791730701,-92.92534520523795,94.00875664157454,28.712411138535685,-153.88912071772472,171.6589643341584,54.412787400271206
18,0.4017518484706727,0.7503544434815576,-3.329646791730701,-92.92534520523795,94.00875664157454,29.007956839016725,-153.88912071772472,171.41768107153854,54.412787400271206
19,0.4017518484706727,0.7363869972052863,-3.3111169138890477,-92.9313011301942,94.01277962299568,29.007956839016725,-154.32942203238042,171.22892196363608,54.459137063978915
20,0.4346054264569904,0.5912842354549359,-3.0809871642492777,-92.9585672453609,94.05143849369794,36.56769558975146,-154.8580786741394,171.22892196363608,54.51087574694176
21,0.6924174059203279,0.35976406265000954,-2.773722240025636,-96.07808539403496,100.87415543675871,84.40475934772792,-155.00623913761532,171.22892196363608,54.51087574694176
22,1.7249646418211713,-0.37886077735384766,-2.51121844607146,-97.39528054528276,100.98418295409844,105.7761958644552,-155.00623913761532,171.39038763561518,54.51087574694176
